application_name,date,time_stamp,server_name,cpu_usage,memory_usage,disk_io,network_in,network_out,response_time_ms,error_rate,requests_per_minute
TradeStream,2025-06-07,21:51:55,srv-app01,64.18,1986.92,59.39,49.77,96.84,816.43,1.419,1125
StockTraderPro,2025-06-07,22:01:55,srv-app01,34.09,2291.76,95.89,79.76,93.85,576.36,3.813,9010
OptionMaster,2025-06-07,22:11:55,srv-db02,87.3,5518.99,79.83,52.0,51.14,666.8,0.597,8489
OptionMaster,2025-06-07,22:21:55,srv-db02,84.25,3715.87,3.06,87.32,45.62,274.98,1.1,9612
ForexPulse,2025-06-07,22:31:55,srv-app01,46.24,12899.8,55.42,67.83,56.17,107.25,0.295,3116
PortfolioPro,2025-06-07,22:41:55,srv-app02,59.14,5915.06,22.78,13.45,91.17,328.51,4.71,9352
TradeStream,2025-06-07,22:51:55,srv-web01,56.57,4991.96,81.83,9.54,55.46,212.09,0.26,4267
OptionMaster,2025-06-07,23:01:55,srv-cache01,52.91,1191.68,27.82,8.28,59.33,886.34,1.856,9897
EquityInsight,2025-06-07,23:11:55,srv-db01,14.39,1117.99,62.7,52.42,66.12,413.83,0.326,4881
FinTransact,2025-06-07,23:21:55,srv-web01,57.12,5753.43,36.51,18.43,43.65,77.75,4.326,2717
OptionMaster,2025-06-07,23:31:55,srv-app02,30.11,5948.63,60.06,39.38,37.84,928.58,4.841,9193
OptionMaster,2025-06-07,23:41:55,srv-web01,33.11,5719.88,23.25,77.44,75.39,602.46,0.146,7075
MarketAnalyzer,2025-06-07,23:51:55,srv-db02,26.24,972.85,36.17,4.73,30.29,579.2,4.054,3881
CryptoFlow,2025-06-08,00:01:55,srv-app01,25.38,4348.94,33.41,32.83,41.48,698.4,2.664,5237
MarketAnalyzer,2025-06-08,00:11:55,srv-app01,14.36,15985.61,48.61,10.2,21.1,864.33,3.252,3892
RiskGuardian,2025-06-08,00:21:55,srv-cache01,83.56,7520.41,12.93,42.93,76.35,835.96,2.908,2474
MarketAnalyzer,2025-06-08,00:31:55,srv-app01,42.03,1650.64,6.33,9.26,57.82,685.36,1.175,6545
BondWatch,2025-06-08,00:41:55,srv-app02,46.0,9106.51,78.07,66.35,52.89,35.45,0.152,2870
PortfolioPro,2025-06-08,00:51:55,srv-db01,78.45,4287.57,88.55,3.55,38.54,203.63,1.2,717
PortfolioPro,2025-06-08,01:01:55,srv-web01,74.77,10174.04,60.96,34.71,32.78,43.79,3.559,7973
OptionMaster,2025-06-08,01:11:55,srv-app02,79.16,10897.14,52.65,83.77,71.08,573.37,1.975,6195
EquityInsight,2025-06-08,01:21:55,srv-app01,16.35,2783.7,99.56,30.86,38.22,919.3,1.058,7741
LoanLogic,2025-06-08,01:31:55,srv-app02,40.11,9044.79,62.29,85.72,40.46,516.57,3.119,9280
EquityInsight,2025-06-08,01:41:55,srv-db02,54.97,3787.82,16.2,93.92,54.97,520.19,4.937,9721
BondWatch,2025-06-08,01:51:55,srv-web01,94.64,3226.07,69.97,58.3,4.5,691.68,1.691,4828
StockTraderPro,2025-06-08,02:01:55,srv-cache01,24.73,5435.87,49.59,27.08,60.56,695.2,4.544,2716
LoanLogic,2025-06-08,02:11:55,srv-web01,62.41,8728.81,60.53,90.54,74.2,876.56,3.922,2288
EquityInsight,2025-06-08,02:21:55,srv-app01,73.45,2931.45,92.59,47.37,82.14,533.25,2.529,1729
OptionMaster,2025-06-08,02:31:55,srv-cache01,14.86,5368.95,94.04,65.59,0.7,725.98,2.059,3326
OptionMaster,2025-06-08,02:41:55,srv-app01,16.93,4196.97,22.34,67.99,85.31,756.71,4.674,6462
PortfolioPro,2025-06-08,02:51:55,srv-app01,14.89,3651.51,82.15,89.98,13.83,528.1,2.452,6897
RiskGuardian,2025-06-08,03:01:55,srv-cache01,47.79,6561.9,6.32,86.39,45.54,584.82,4.866,5693
LoanLogic,2025-06-08,03:11:55,srv-web01,35.32,3537.69,92.04,25.16,2.03,812.14,1.086,1199
PortfolioPro,2025-06-08,03:21:55,srv-app01,32.08,2204.12,56.51,25.82,79.37,129.12,3.945,3246
OptionMaster,2025-06-08,03:31:55,srv-app01,33.77,15084.26,7.78,7.71,14.91,381.87,1.885,2508
ForexPulse,2025-06-08,03:41:55,srv-web01,12.77,2198.32,30.03,25.54,6.01,575.26,2.664,3036
ForexPulse,2025-06-08,03:51:55,srv-db02,11.27,5519.53,15.64,41.15,5.81,351.52,0.199,4036
MarketAnalyzer,2025-06-08,04:01:55,srv-db02,45.12,4864.02,26.64,21.48,98.46,555.58,4.277,1189
MarketAnalyzer,2025-06-08,04:11:55,srv-db02,69.33,15415.59,62.96,60.03,21.37,455.95,1.394,1889
FinTransact,2025-06-08,04:21:55,srv-web01,12.26,9962.59,31.6,19.25,23.03,691.85,4.792,9992
LoanLogic,2025-06-08,04:31:55,srv-db01,75.46,4511.61,58.13,96.72,25.72,772.95,2.969,987
LoanLogic,2025-06-08,04:41:55,srv-db01,47.54,7718.09,21.41,15.55,45.47,362.5,4.467,8065
MarketAnalyzer,2025-06-08,04:51:55,srv-app01,63.2,3379.52,75.16,89.37,1.79,453.86,4.425,846
CryptoFlow,2025-06-08,05:01:55,srv-db01,40.43,6416.66,62.43,95.59,96.58,698.22,0.182,5222
EquityInsight,2025-06-08,05:11:55,srv-web01,14.52,12433.29,46.62,77.46,36.96,608.51,2.105,9158
EquityInsight,2025-06-08,05:21:55,srv-cache01,77.88,11981.4,42.12,21.64,23.95,499.92,4.461,5831
RiskGuardian,2025-06-08,05:31:55,srv-db01,79.58,6482.51,99.82,5.86,63.05,740.05,4.388,1395
MarketAnalyzer,2025-06-08,05:41:55,srv-app02,31.49,15117.89,92.17,38.28,79.14,654.15,1.348,6808
EquityInsight,2025-06-08,05:51:55,srv-app01,15.77,7658.61,82.46,91.99,86.35,519.14,2.917,2195
ForexPulse,2025-06-08,06:01:55,srv-app02,11.15,5128.26,87.06,34.43,47.61,42.32,2.972,6249
TradeStream,2025-06-08,06:11:55,srv-app01,93.01,7608.91,40.93,63.02,11.13,797.63,2.651,8511
RiskGuardian,2025-06-08,06:21:55,srv-db01,18.63,4583.94,68.78,92.49,56.86,475.08,4.62,1221
TradeStream,2025-06-08,06:31:55,srv-db02,61.51,11916.84,98.87,98.58,88.59,480.11,3.737,4250
BondWatch,2025-06-08,06:41:55,srv-web01,30.52,5490.82,37.61,28.78,86.42,571.41,0.879,2261
OptionMaster,2025-06-08,06:51:55,srv-db01,52.94,3692.35,71.26,97.17,63.48,382.68,2.307,7647
PortfolioPro,2025-06-08,07:01:55,srv-db02,86.82,11783.37,32.72,82.88,16.12,617.91,2.329,8256
TradeStream,2025-06-08,07:11:55,srv-cache01,13.95,1255.83,36.96,68.28,21.75,716.7,2.702,3942
FinTransact,2025-06-08,07:21:55,srv-web01,28.98,8523.03,4.53,5.79,97.59,516.1,1.598,7244
RiskGuardian,2025-06-08,07:31:55,srv-db01,30.44,6005.98,38.97,63.08,19.88,248.62,0.791,6033
OptionMaster,2025-06-08,07:41:55,srv-cache01,27.52,12214.11,58.56,82.78,79.54,155.4,2.021,6455
BondWatch,2025-06-08,07:51:55,srv-app02,60.71,2992.57,13.75,30.28,7.84,350.04,0.974,484
StockTraderPro,2025-06-08,08:01:55,srv-app02,52.67,15824.21,21.69,82.71,48.14,606.75,3.673,4653
StockTraderPro,2025-06-08,08:11:55,srv-app02,35.31,7169.01,31.08,93.64,72.64,246.92,3.266,4102
ForexPulse,2025-06-08,08:21:55,srv-db02,73.8,6159.54,18.51,26.05,73.05,138.31,1.044,8016
MarketAnalyzer,2025-06-08,08:31:55,srv-cache01,13.0,2765.9,18.83,18.49,69.67,136.46,4.99,2377
BondWatch,2025-06-08,08:41:55,srv-web01,17.9,1465.3,93.02,58.28,77.85,234.09,3.428,7395
CryptoFlow,2025-06-08,08:51:55,srv-web01,13.74,15420.23,80.77,86.79,63.19,671.91,2.746,9653
LoanLogic,2025-06-08,09:01:55,srv-cache01,53.41,9402.91,76.91,63.07,34.59,272.89,2.349,8682
RiskGuardian,2025-06-08,09:11:55,srv-app02,15.08,12412.77,7.4,91.18,68.47,986.3,3.169,9318
OptionMaster,2025-06-08,09:21:55,srv-db02,54.38,13492.72,31.78,92.21,85.01,329.71,0.162,2018
ForexPulse,2025-06-08,09:31:55,srv-app01,27.1,2896.25,16.27,28.94,90.3,833.6,4.36,6627
TradeStream,2025-06-08,09:41:55,srv-db02,89.0,10939.17,28.97,64.33,32.82,36.61,0.969,8027
PortfolioPro,2025-06-08,09:51:55,srv-web01,80.39,6243.55,54.33,52.42,82.35,132.9,2.165,3501
TradeStream,2025-06-08,10:01:55,srv-app01,47.67,3416.25,44.31,27.35,44.27,569.57,2.2,9722
StockTraderPro,2025-06-08,10:11:55,srv-app01,12.92,2565.53,9.42,70.81,27.95,688.17,1.24,6048
MarketAnalyzer,2025-06-08,10:21:55,srv-web01,54.95,4515.83,78.82,26.8,18.9,625.49,0.066,7256
TradeStream,2025-06-08,10:31:55,srv-web01,32.14,2937.55,27.46,6.83,55.18,989.92,0.155,9323
BondWatch,2025-06-08,10:41:55,srv-db02,74.83,5262.84,53.57,20.36,93.52,536.58,2.693,4830
EquityInsight,2025-06-08,10:51:55,srv-db01,12.53,9364.23,64.51,19.39,56.64,232.64,3.389,9984
ForexPulse,2025-06-08,11:01:55,srv-db02,57.75,1250.71,0.7,57.3,83.58,796.36,2.871,5835
CryptoFlow,2025-06-08,11:11:55,srv-web01,49.53,8960.96,70.48,15.38,96.96,192.11,0.14,5006
ForexPulse,2025-06-08,11:21:55,srv-db01,80.9,1281.15,20.43,88.15,20.42,695.03,3.265,7764
ForexPulse,2025-06-08,11:31:55,srv-db01,31.77,11292.63,3.81,13.75,10.32,708.08,4.813,9662
MarketAnalyzer,2025-06-08,11:41:55,srv-db02,78.4,3802.48,65.01,63.59,35.93,412.02,2.412,2054
FinTransact,2025-06-08,11:51:55,srv-app01,91.51,1748.58,17.95,49.79,63.97,287.54,1.409,5591
LoanLogic,2025-06-08,12:01:55,srv-app02,79.79,7567.7,72.97,24.16,83.06,315.01,0.043,208
FinTransact,2025-06-08,12:11:55,srv-cache01,48.01,7893.96,70.39,23.67,79.98,417.11,2.709,6074
FinTransact,2025-06-08,12:21:55,srv-db01,26.15,7751.51,0.42,56.07,13.15,808.54,3.967,3156
StockTraderPro,2025-06-08,12:31:55,srv-db01,59.22,11273.65,44.99,82.43,86.93,827.1,0.096,7960
OptionMaster,2025-06-08,12:41:55,srv-db01,92.18,6745.0,38.95,41.16,80.47,125.8,3.702,9523
OptionMaster,2025-06-08,12:51:55,srv-app01,14.8,1913.09,46.6,43.85,28.78,662.77,4.984,9724
RiskGuardian,2025-06-08,13:01:55,srv-web01,46.34,11117.17,16.82,21.94,51.5,332.57,4.111,3855
MarketAnalyzer,2025-06-08,13:11:55,srv-app01,19.06,12868.79,42.61,93.81,61.39,898.67,3.467,8251
FinTransact,2025-06-08,13:21:55,srv-web01,41.0,12670.74,34.76,68.41,70.04,419.44,0.104,9196
TradeStream,2025-06-08,13:31:55,srv-db02,42.58,2761.53,24.26,47.03,22.53,535.65,3.873,3111
StockTraderPro,2025-06-08,13:41:55,srv-db02,39.38,7547.6,59.37,85.93,73.28,750.2,2.384,6347
PortfolioPro,2025-06-08,13:51:55,srv-web01,38.66,6388.79,51.0,59.11,35.77,547.07,2.423,9150
ForexPulse,2025-06-08,14:01:55,srv-db01,23.25,12412.4,52.39,22.5,99.37,508.63,3.882,9199
PortfolioPro,2025-06-08,14:11:55,srv-app02,83.17,1878.26,54.49,90.56,20.38,547.42,4.009,5824
TradeStream,2025-06-08,14:21:55,srv-db01,39.22,805.98,61.8,90.01,55.65,188.06,4.227,3916
BondWatch,2025-06-08,14:31:55,srv-db01,36.48,4025.43,57.5,91.22,10.72,980.56,2.35,5735
RiskGuardian,2025-06-08,14:41:55,srv-app02,26.07,11871.16,79.3,68.73,30.53,688.26,0.521,3574
EquityInsight,2025-06-08,14:51:55,srv-app01,48.16,10073.25,29.44,36.3,95.1,30.51,2.399,3016
PortfolioPro,2025-06-08,15:01:55,srv-app02,80.7,14929.73,46.22,5.44,24.83,795.45,0.772,9692
EquityInsight,2025-06-08,15:11:55,srv-cache01,16.72,5107.01,53.39,75.85,4.21,979.0,4.194,3715
StockTraderPro,2025-06-08,15:21:55,srv-app02,69.05,13635.98,0.85,23.18,5.61,637.8,4.429,1886
MarketAnalyzer,2025-06-08,15:31:55,srv-app01,21.36,11473.38,24.13,81.31,86.57,75.23,4.161,3522
CryptoFlow,2025-06-08,15:41:55,srv-cache01,93.27,2268.65,33.89,92.41,18.93,945.02,3.723,1466
RiskGuardian,2025-06-08,15:51:55,srv-cache01,61.13,14258.35,56.89,72.97,91.18,582.0,1.638,9109
StockTraderPro,2025-06-08,16:01:55,srv-db01,58.25,12685.18,34.31,94.86,37.3,959.52,4.546,9752
EquityInsight,2025-06-08,16:11:55,srv-db02,59.17,5771.85,64.74,47.72,58.74,154.98,1.47,3976
StockTraderPro,2025-06-08,16:21:55,srv-app02,56.7,10879.67,3.35,44.13,86.46,244.69,4.506,3106
FinTransact,2025-06-08,16:31:55,srv-app01,17.77,10953.91,21.16,92.02,11.84,75.34,4.473,6478
CryptoFlow,2025-06-08,16:41:55,srv-db02,77.5,2915.04,90.22,1.67,29.6,362.75,1.16,8164
CryptoFlow,2025-06-08,16:51:55,srv-web01,18.69,15090.86,54.51,9.26,32.36,333.17,1.281,8170
ForexPulse,2025-06-08,17:01:55,srv-cache01,84.65,4907.64,97.31,99.5,2.42,57.51,3.119,6615
TradeStream,2025-06-08,17:11:55,srv-cache01,18.87,1156.13,33.56,21.85,30.61,78.29,2.362,2153
StockTraderPro,2025-06-08,17:21:55,srv-db02,88.69,11507.74,96.2,60.59,16.7,560.73,1.742,1582
EquityInsight,2025-06-08,17:31:55,srv-db01,90.27,8675.77,21.48,34.57,95.74,410.56,1.424,3589
FinTransact,2025-06-08,17:41:55,srv-web01,40.39,9095.42,79.65,12.1,43.33,460.7,0.279,2145
CryptoFlow,2025-06-08,17:51:55,srv-db02,73.17,15890.26,9.03,43.15,89.66,385.42,3.254,7743
LoanLogic,2025-06-08,18:01:55,srv-app02,80.77,6186.21,39.23,83.72,11.46,231.31,0.856,3160
StockTraderPro,2025-06-08,18:11:55,srv-db02,16.17,3665.51,78.69,60.44,42.69,219.59,1.922,6428
LoanLogic,2025-06-08,18:21:55,srv-app02,12.08,11274.0,56.68,41.37,71.61,272.99,4.008,8597
BondWatch,2025-06-08,18:31:55,srv-db01,21.09,9895.29,30.07,82.32,44.41,616.43,0.22,2754
CryptoFlow,2025-06-08,18:41:55,srv-web01,25.73,2109.78,7.14,18.5,4.49,338.53,0.644,6505
RiskGuardian,2025-06-08,18:51:55,srv-cache01,55.85,4988.98,34.07,72.4,86.76,370.85,1.725,4078
FinTransact,2025-06-08,19:01:55,srv-cache01,67.33,3184.75,5.55,8.84,89.92,716.49,2.181,170
StockTraderPro,2025-06-08,19:11:55,srv-app02,50.61,12983.31,8.38,54.51,11.66,574.52,3.287,8860
ForexPulse,2025-06-08,19:21:55,srv-db02,47.23,13531.91,38.9,65.16,68.38,583.99,2.805,4899
ForexPulse,2025-06-08,19:31:55,srv-db01,13.15,7765.75,55.24,4.27,38.64,163.0,0.915,2072
CryptoFlow,2025-06-08,19:41:55,srv-app02,76.89,2717.21,51.75,70.77,43.27,409.09,2.101,5297
ForexPulse,2025-06-08,19:51:55,srv-db01,19.41,10249.37,97.62,55.16,30.02,727.88,1.535,4903
EquityInsight,2025-06-08,20:01:55,srv-db01,44.36,13191.55,37.71,86.95,86.8,210.11,3.031,3127
EquityInsight,2025-06-08,20:11:55,srv-web01,53.45,7770.51,43.5,66.86,7.4,724.86,1.405,9372
StockTraderPro,2025-06-08,20:21:55,srv-db01,28.37,11598.07,3.4,49.43,54.56,477.75,1.248,8810
BondWatch,2025-06-08,20:31:55,srv-db02,71.55,8607.57,47.73,95.92,20.08,958.09,3.184,7713
TradeStream,2025-06-08,20:41:55,srv-cache01,53.86,8411.11,98.29,23.2,75.22,508.22,0.706,4276
RiskGuardian,2025-06-08,20:51:55,srv-app02,76.7,9906.88,76.47,21.52,71.3,195.98,2.861,4858
OptionMaster,2025-06-08,21:01:55,srv-web01,62.73,13414.98,91.89,71.44,32.51,837.76,2.48,4840
MarketAnalyzer,2025-06-08,21:11:55,srv-db02,46.37,16104.2,32.04,86.35,20.17,54.19,0.319,3641
StockTraderPro,2025-06-08,21:21:55,srv-app01,57.28,15306.19,75.58,60.31,54.57,226.18,0.34,4917
StockTraderPro,2025-06-08,21:31:55,srv-app02,31.05,4086.14,98.67,36.05,92.08,614.65,0.464,1517
StockTraderPro,2025-06-08,21:41:55,srv-app02,67.0,9936.43,45.42,25.56,15.05,839.52,4.454,3916
CryptoFlow,2025-06-08,21:51:55,srv-db02,53.55,11659.34,31.91,89.07,66.31,162.1,2.914,2739
CryptoFlow,2025-06-08,22:01:55,srv-app02,41.54,4312.05,54.07,73.89,47.01,331.09,3.917,9990
FinTransact,2025-06-08,22:11:55,srv-app01,22.68,7091.22,59.74,6.02,64.04,252.89,0.723,4498
TradeStream,2025-06-08,22:21:55,srv-cache01,73.37,8989.03,35.46,76.21,83.54,412.52,0.798,9564
PortfolioPro,2025-06-08,22:31:55,srv-web01,38.14,3940.19,89.37,21.36,45.02,841.66,4.319,1543
RiskGuardian,2025-06-08,22:41:55,srv-db01,24.17,5976.45,17.02,26.83,53.17,523.74,1.584,4001
OptionMaster,2025-06-08,22:51:55,srv-app01,70.3,5829.6,62.58,48.99,10.56,987.01,3.168,1143
BondWatch,2025-06-08,23:01:55,srv-db02,44.01,4825.6,10.4,34.25,23.39,806.06,3.935,2332
StockTraderPro,2025-06-08,23:11:55,srv-cache01,27.12,4411.07,46.56,6.5,82.12,77.73,0.065,3506
BondWatch,2025-06-08,23:21:55,srv-db01,89.65,6153.66,16.7,52.41,56.16,407.67,4.717,8737
FinTransact,2025-06-08,23:31:55,srv-db02,25.93,12953.15,14.5,59.63,0.9,810.03,0.233,5072
LoanLogic,2025-06-08,23:41:55,srv-cache01,50.07,11058.0,61.03,87.13,65.28,528.77,3.126,2324
BondWatch,2025-06-08,23:51:55,srv-db01,86.0,8586.15,26.18,2.85,51.99,384.08,3.884,456
CryptoFlow,2025-06-09,00:01:55,srv-db01,79.63,13912.46,99.41,96.47,55.8,69.34,4.236,5760
PortfolioPro,2025-06-09,00:11:55,srv-db01,69.16,2533.04,0.69,9.53,43.96,699.51,3.921,3344
MarketAnalyzer,2025-06-09,00:21:55,srv-db02,59.69,8104.51,13.69,64.89,6.98,35.53,0.645,4602
CryptoFlow,2025-06-09,00:31:55,srv-db01,40.18,15119.11,44.44,10.47,19.63,946.97,3.891,9548
ForexPulse,2025-06-09,00:41:55,srv-db01,62.52,5609.13,67.49,14.96,23.6,232.35,2.309,5399
MarketAnalyzer,2025-06-09,00:51:55,srv-db01,31.81,14813.42,75.65,81.11,6.47,589.2,2.745,8064
TradeStream,2025-06-09,01:01:55,srv-db02,13.29,14016.18,7.57,37.12,96.34,268.06,2.108,5993
CryptoFlow,2025-06-09,01:11:55,srv-db01,58.72,14244.48,55.13,17.9,42.29,340.74,2.889,9087
MarketAnalyzer,2025-06-09,01:21:55,srv-web01,62.24,9688.36,22.75,94.89,96.74,886.9,2.866,6133
FinTransact,2025-06-09,01:31:55,srv-db01,79.29,2932.53,69.42,74.87,10.05,724.25,1.341,1091
LoanLogic,2025-06-09,01:41:55,srv-app02,35.67,7513.54,56.53,26.03,73.47,613.82,1.769,9784
ForexPulse,2025-06-09,01:51:55,srv-app02,23.25,5375.87,58.14,49.32,76.93,601.67,2.271,842
ForexPulse,2025-06-09,02:01:55,srv-db02,94.61,10568.56,98.49,12.17,98.25,831.55,4.398,8903
CryptoFlow,2025-06-09,02:11:55,srv-db02,20.43,16129.39,58.18,58.04,99.81,258.03,1.032,5547
RiskGuardian,2025-06-09,02:21:55,srv-db01,20.62,12095.14,98.7,6.12,46.82,682.02,4.776,8555
CryptoFlow,2025-06-09,02:31:55,srv-db01,55.02,10383.06,88.99,75.55,68.5,135.62,4.285,5389
EquityInsight,2025-06-09,02:41:55,srv-web01,22.68,15437.38,59.71,10.27,71.27,173.77,1.535,5944
StockTraderPro,2025-06-09,02:51:55,srv-web01,48.68,9326.73,38.77,92.84,29.68,456.35,4.691,1607
EquityInsight,2025-06-09,03:01:55,srv-cache01,94.72,14885.86,71.62,18.13,62.34,281.41,4.714,5160
EquityInsight,2025-06-09,03:11:55,srv-cache01,13.76,6631.64,39.24,46.96,68.29,281.16,3.648,12
CryptoFlow,2025-06-09,03:21:55,srv-app01,64.99,3560.2,56.21,36.44,59.09,836.73,0.904,7452
CryptoFlow,2025-06-09,03:31:55,srv-db02,38.22,10865.44,2.44,16.04,31.18,826.97,4.569,4798
ForexPulse,2025-06-09,03:41:55,srv-db02,94.43,9652.88,85.6,1.14,83.4,138.07,3.549,8554
MarketAnalyzer,2025-06-09,03:51:55,srv-db02,59.6,15816.94,48.57,8.87,72.14,874.54,1.679,5313
MarketAnalyzer,2025-06-09,04:01:55,srv-cache01,93.73,3579.15,94.69,59.72,72.02,711.6,2.514,64
FinTransact,2025-06-09,04:11:55,srv-web01,92.83,16056.02,34.47,82.22,66.38,420.08,1.853,7439
ForexPulse,2025-06-09,04:21:55,srv-app01,65.94,9835.97,80.91,2.23,79.21,570.64,4.016,9589
OptionMaster,2025-06-09,04:31:55,srv-app02,77.88,14852.02,37.52,29.15,19.74,873.18,0.611,5609
FinTransact,2025-06-09,04:41:55,srv-db02,22.34,15850.21,33.17,51.79,59.54,478.62,1.462,7975
StockTraderPro,2025-06-09,04:51:55,srv-cache01,36.66,6187.09,24.93,38.1,29.56,293.44,2.67,3395
FinTransact,2025-06-09,05:01:55,srv-app02,76.18,9705.95,45.64,4.73,80.07,190.37,3.135,7647
OptionMaster,2025-06-09,05:11:55,srv-cache01,18.94,7919.14,31.55,92.61,22.88,190.13,3.432,2372
TradeStream,2025-06-09,05:21:55,srv-app02,62.58,11216.32,13.43,50.09,70.74,619.26,2.11,3371
FinTransact,2025-06-09,05:31:55,srv-app02,11.36,7097.88,48.32,52.58,71.29,980.68,1.591,2777
ForexPulse,2025-06-09,05:41:55,srv-web01,67.64,14728.42,64.18,94.31,94.76,352.09,2.89,4311
OptionMaster,2025-06-09,05:51:55,srv-db01,41.74,2326.82,4.12,95.7,92.68,425.6,1.705,3940
EquityInsight,2025-06-09,06:01:55,srv-app01,15.37,14108.05,8.85,18.07,70.63,445.55,3.178,7438
StockTraderPro,2025-06-09,06:11:55,srv-cache01,19.27,15164.06,78.54,15.78,3.49,606.88,2.685,983
LoanLogic,2025-06-09,06:21:55,srv-app01,12.13,14654.07,39.67,87.13,44.64,691.44,0.175,5484
BondWatch,2025-06-09,06:31:55,srv-db01,39.29,12216.46,64.92,33.69,60.97,773.97,2.538,8332
EquityInsight,2025-06-09,06:41:55,srv-app02,60.41,15766.13,46.69,54.7,37.63,704.04,2.462,4400
FinTransact,2025-06-09,06:51:55,srv-app02,84.96,10521.94,47.09,47.59,50.67,95.4,0.627,6681
EquityInsight,2025-06-09,07:01:55,srv-app02,36.01,9641.15,94.21,15.12,70.87,230.66,4.585,1646
StockTraderPro,2025-06-09,07:11:55,srv-web01,91.25,3017.49,34.95,86.5,99.42,993.7,1.038,3379
OptionMaster,2025-06-09,07:21:55,srv-db01,50.11,1917.07,15.99,69.04,56.94,252.76,2.92,1977
MarketAnalyzer,2025-06-09,07:31:55,srv-web01,42.07,11096.73,57.15,71.55,31.19,931.81,4.166,2120
LoanLogic,2025-06-09,07:41:55,srv-cache01,91.44,12467.27,45.41,45.98,91.64,92.99,1.54,7813
MarketAnalyzer,2025-06-09,07:51:55,srv-web01,38.32,2782.95,57.91,23.0,40.21,977.73,2.438,4945
PortfolioPro,2025-06-09,08:01:55,srv-cache01,82.16,10659.61,42.61,56.64,86.99,547.54,4.972,7819
CryptoFlow,2025-06-09,08:11:55,srv-db02,69.12,1566.42,22.86,80.81,22.38,150.51,4.101,7020
StockTraderPro,2025-06-09,08:21:55,srv-app01,29.13,16082.21,53.72,71.38,79.17,781.96,0.229,7309
TradeStream,2025-06-09,08:31:55,srv-app02,78.14,7186.54,88.56,68.05,92.7,874.65,1.83,8851
MarketAnalyzer,2025-06-09,08:41:55,srv-app02,68.5,12691.76,66.39,65.28,56.42,566.88,1.374,4433
StockTraderPro,2025-06-09,08:51:55,srv-app02,39.24,10286.1,33.63,62.26,25.46,617.72,4.163,9697
LoanLogic,2025-06-09,09:01:55,srv-cache01,73.42,3033.6,89.65,5.68,6.21,651.35,1.921,6327
RiskGuardian,2025-06-09,09:11:55,srv-db02,63.95,1185.77,34.37,57.31,25.41,898.17,0.697,6668
StockTraderPro,2025-06-09,09:21:55,srv-db02,87.37,5399.51,47.59,96.14,9.72,929.45,1.889,1793
StockTraderPro,2025-06-09,09:31:55,srv-app02,94.82,1961.8,8.85,74.59,39.38,236.91,0.36,3780
CryptoFlow,2025-06-09,09:41:55,srv-db01,41.2,15376.21,28.33,96.67,26.56,282.19,2.099,5596
ForexPulse,2025-06-09,09:51:55,srv-app02,71.11,16124.98,98.73,8.47,76.72,665.34,0.549,4021
ForexPulse,2025-06-09,10:01:55,srv-app02,89.45,575.9,22.3,1.19,90.98,439.43,3.735,8562
TradeStream,2025-06-09,10:11:55,srv-app02,54.34,1944.39,98.85,90.07,42.59,946.18,0.988,9470
EquityInsight,2025-06-09,10:21:55,srv-web01,34.79,10147.38,5.31,7.07,93.56,30.73,3.309,9525
MarketAnalyzer,2025-06-09,10:31:55,srv-cache01,26.8,10356.31,5.33,25.23,35.12,528.66,4.984,9478
StockTraderPro,2025-06-09,10:41:55,srv-app02,83.51,11899.68,11.1,32.9,35.82,192.79,1.455,1311
PortfolioPro,2025-06-09,10:51:55,srv-db01,81.51,3356.08,10.55,17.11,90.88,298.17,4.477,8375
RiskGuardian,2025-06-09,11:01:55,srv-web01,36.33,11869.52,37.7,6.82,80.36,918.09,2.728,650
RiskGuardian,2025-06-09,11:11:55,srv-app01,72.35,15708.69,46.61,80.94,18.33,698.03,1.756,7413
OptionMaster,2025-06-09,11:21:55,srv-web01,60.8,13121.65,46.15,96.93,37.93,309.79,4.983,8515
ForexPulse,2025-06-09,11:31:55,srv-app02,38.63,13706.6,51.09,48.38,76.05,344.47,1.517,9057
MarketAnalyzer,2025-06-09,11:41:55,srv-cache01,21.2,1216.14,64.17,27.98,69.92,263.74,0.786,4372
PortfolioPro,2025-06-09,11:51:55,srv-app02,83.09,4889.34,88.02,1.57,67.35,866.44,2.204,1556
CryptoFlow,2025-06-09,12:01:55,srv-db02,83.81,9997.61,99.96,40.75,31.76,293.94,1.405,8756
OptionMaster,2025-06-09,12:11:55,srv-db02,33.04,13614.51,39.88,8.68,95.98,687.27,0.761,8047
StockTraderPro,2025-06-09,12:21:55,srv-app01,93.72,12594.6,37.14,76.19,36.95,557.16,3.552,9416
BondWatch,2025-06-09,12:31:55,srv-web01,94.53,2566.59,57.29,2.44,54.69,225.87,0.138,8703
OptionMaster,2025-06-09,12:41:55,srv-cache01,13.19,3741.69,9.96,41.67,45.35,977.08,1.077,6728
OptionMaster,2025-06-09,12:51:55,srv-app02,32.68,16145.09,92.87,12.2,79.16,380.98,3.895,7132
BondWatch,2025-06-09,13:01:55,srv-db01,21.82,9368.85,54.45,45.01,58.29,914.32,4.264,9144
BondWatch,2025-06-09,13:11:55,srv-cache01,37.33,6307.0,65.17,9.4,70.66,566.08,3.927,4098
LoanLogic,2025-06-09,13:21:55,srv-db01,51.62,6264.63,0.62,55.23,20.81,942.82,0.317,8639
